uid,reported_date,victim_last,victim_first,victim_race,victim_age,victim_sex,city,state,lat,lon,disposition,ZIP
NY-000265,20160929,Unknown,Unknown,White,35,Female,New York,NY,40.63866759,-74.0224634,Open/No arrest,11220
NY-000034,20160215,Unknown,Unknown,Asian,44,Male,New York,NY,40.6374838,-74.00749944,Closed by arrest,11220
NY-000512,20170809,Unknown,Unknown,White,52,Female,New York,NY,40.62969625,-74.01380321,Closed by arrest,11220
NY-000055,20160313,Unknown,Unknown,Asian,2,Female,New York,NY,40.64480152,-74.00526972,Closed by arrest,11220
NY-000019,20160123,Unknown,Unknown,White,37,Male,New York,NY,40.64459028,-74.00190047,Closed by arrest,11220
NY-000449,20170602,Unknown,Unknown,Hispanic,26,Male,New York,NY,40.69569116,-73.93113707,Closed by arrest,11221
NY-000164,20160703,Unknown,Unknown,Black,22,Female,New York,NY,40.69110326,-73.91287755,Closed without arrest,11221
NY-000274,20161005,Unknown,Unknown,Hispanic,38,Female,New York,NY,40.68773221,-73.93749148,Closed without arrest,11221
NY-000489,20170712,Unknown,Unknown,Black,29,Female,New York,NY,40.68807094,-73.93456685,Closed by arrest,11221
NY-000453,20170609,Unknown,Unknown,Black,17,Male,New York,NY,40.68701159,-73.91768216,Open/No arrest,11221
NY-000488,20170712,Unknown,Unknown,Black,21,Female,New York,NY,40.68807094,-73.93456685,Closed by arrest,11221
NY-000183,20160720,Unknown,Unknown,Black,33,Male,New York,NY,40.6891112,-73.9450589,Open/No arrest,11221
NY-000137,20160607,Unknown,Unknown,Black,44,Male,New York,NY,40.68499893,-73.93844593,Open/No arrest,11221
NY-000553,20171006,Unknown,Unknown,Hispanic,41,Male,New York,NY,40.69587058,-73.92401097,Open/No arrest,11221
NY-000088,20160421,Unknown,Unknown,Black,45,Male,New York,NY,40.68909753,-73.92561609,Closed by arrest,11221
NY-000384,20170306,Unknown,Unknown,White,45,Male,New York,NY,40.73041479,-73.95204981,Closed by arrest,11222
NY-000519,20170818,Unknown,Unknown,White,42,Male,New York,NY,40.72454209,-73.94242848,Closed by arrest,11222
NY-000361,20170202,Unknown,Unknown,Hispanic,3,Male,New York,NY,40.59562076,-73.97631888,Closed by arrest,11223
NY-000225,20160821,Unknown,Unknown,Black,30,Male,New York,NY,40.59579227,-73.98406419,Closed by arrest,11223
NY-000588,20171107,Unknown,Unknown,Hispanic,17,Female,New York,NY,40.57390907,-74.00049459,Closed by arrest,11224
NY-000458,20170618,Unknown,Unknown,Black,1,Female,New York,NY,40.57185868,-73.99787771,Closed by arrest,11224
NY-000348,20170121,Unknown,Unknown,Hispanic,42,Female,New York,NY,40.57612413,-73.99982505,Closed by arrest,11224
NY-000555,20171011,Unknown,Unknown,Black,31,Female,New York,NY,40.574751,-73.98712175,Closed by arrest,11224
NY-000441,20170526,Unknown,Unknown,Hispanic,30,Female,New York,NY,40.57998878,-74.00272662,Closed by arrest,11224
NY-000069,20160401,Unknown,Unknown,Black,17,Male,New York,NY,40.57482548,-73.99092661,Closed by arrest,11224
NY-000570,20171029,Unknown,Unknown,White,42,Female,New York,NY,40.57559114,-74.01071065,Closed by arrest,11224
NY-000015,20160117,Unknown,Unknown,Black,37,Male,New York,NY,40.57612413,-73.99982505,Open/No arrest,11224
NY-000156,20160626,Unknown,Unknown,Black,30,Male,New York,NY,40.66978806,-73.95829369,Open/No arrest,11225
NY-000242,20160905,Unknown,Unknown,Black,17,Male,New York,NY,40.6631334,-73.96243216,Open/No arrest,11225
NY-000240,20160905,Unknown,Unknown,Black,22,Female,New York,NY,40.66334124,-73.96017925,Closed by arrest,11225
NY-000071,20160403,Unknown,Unknown,Black,21,Male,New York,NY,40.65819694,-73.95853881,Closed by arrest,11225
NY-000267,20161001,Unknown,Unknown,Black,25,Female,New York,NY,40.65095796,-73.95586568,Closed by arrest,11226
NY-000245,20160907,Unknown,Unknown,Black,33,Male,New York,NY,40.653675,-73.96278707,Open/No arrest,11226
NY-000561,20171020,Unknown,Unknown,Black,44,Male,New York,NY,40.64047529,-73.94846436,Closed by arrest,11226
NY-000335,20161231,Unknown,Unknown,Unknown,39,Male,New York,NY,40.64826528,-73.95575215,Open/No arrest,11226
NY-000345,20170112,Unknown,Unknown,Hispanic,44,Female,New York,NY,40.65222405,-73.95785779,Closed by arrest,11226
NY-000346,20170117,Unknown,Unknown,Black,32,Female,New York,NY,40.64975625,-73.95038159,Closed by arrest,11226
NY-000354,20170125,Unknown,Unknown,Black,53,Male,New York,NY,40.64148226,-73.96156875,Closed by arrest,11226
NY-000494,20170714,Unknown,Unknown,Black,42,Male,New York,NY,40.65319846,-73.96621467,Closed by arrest,11226
NY-000109,20160514,Unknown,Unknown,Black,22,Female,New York,NY,40.65495242,-73.95800022,Closed by arrest,11226
NY-000112,20160518,Unknown,Unknown,Black,21,Male,New York,NY,40.64204307,-73.94960901,Open/No arrest,11226
NY-000402,20170401,Unknown,Unknown,Hispanic,26,Male,New York,NY,40.65003569,-73.95580863,Closed by arrest,11226
NY-000411,20170411,Unknown,Unknown,Black,20,Male,New York,NY,40.64732046,-73.95417079,Open/No arrest,11226
NY-000024,20160203,Unknown,Unknown,Black,38,Male,New York,NY,40.64364733,-73.95268871,Open/No arrest,11226
NY-000487,20170711,Unknown,Unknown,Black,20,Male,New York,NY,40.64937054,-73.96087229,Open/No arrest,11226
NY-000202,20160803,Unknown,Unknown,Black,38,Male,New York,NY,40.64909147,-73.95577682,Closed by arrest,11226
NY-000257,20160926,Unknown,Unknown,Black,47,Female,New York,NY,40.6410681,-73.96246981,Closed by arrest,11226
NY-000367,20170208,Unknown,Unknown,White,66,Male,New York,NY,40.6093245,-74.01289501,Closed by arrest,11228
NY-000162,20160630,Unknown,Unknown,White,61,Male,New York,NY,40.62075955,-74.0105486,Closed by arrest,11228
NY-000278,20161008,Unknown,Unknown,White,44,Male,New York,NY,40.6063517,-73.94199018,Closed by arrest,11229
NY-000422,20170429,Unknown,Unknown,White,27,Male,New York,NY,40.63410027,-73.95797371,Closed by arrest,11230
NY-000116,20160519,Unknown,Unknown,Black,51,Female,New York,NY,40.67606466,-74.00240969,Open/No arrest,11231
NY-000412,20170413,Unknown,Unknown,Hispanic,1,Female,New York,NY,40.67596034,-74.00335063,Closed by arrest,11231
NY-000182,20160719,Unknown,Unknown,Black,23,Male,New York,NY,40.67500776,-74.00657715,Closed by arrest,11231
NY-000007,20160110,Unknown,Unknown,Black,33,Male,New York,NY,40.67623191,-74.006945,Open/No arrest,11231
NY-000072,20160404,Unknown,Unknown,White,63,Male,New York,NY,40.66182198,-73.99647996,Closed by arrest,11232
NY-000560,20171018,Unknown,Unknown,Black,23,Male,New York,NY,40.68034722,-73.93003524,Open/No arrest,11233
NY-000087,20160419,Unknown,Unknown,Black,24,Male,New York,NY,40.68608222,-73.91923375,Closed by arrest,11233
NY-000549,20170930,Unknown,Unknown,Black,61,Male,New York,NY,40.68230086,-73.91299361,Open/No arrest,11233
NY-000133,20160605,Unknown,Unknown,Black,25,Male,New York,NY,40.6702069,-73.92394288,Open/No arrest,11233
NY-000036,20160216,Unknown,Unknown,Black,29,Male,New York,NY,40.68507795,-73.92799309,Closed by arrest,11233
NY-000457,20170617,Unknown,Unknown,Black,46,Male,New York,NY,40.67743181,-73.9292812,Closed by arrest,11233
NY-000211,20160810,Unknown,Unknown,Black,35,Male,New York,NY,40.67499319,-73.9152347,Open/No arrest,11233
NY-000243,20160906,Unknown,Unknown,Hispanic,22,Male,New York,NY,40.67332448,-73.91539184,Open/No arrest,11233
NY-000323,20161213,Unknown,Unknown,Black,32,Male,New York,NY,40.67906632,-73.91506729,Open/No arrest,11233
NY-000009,20160111,Unknown,Unknown,Black,44,Male,New York,NY,40.67990755,-73.92078433,Closed by arrest,11233
NY-000196,20160730,Unknown,Unknown,Black,26,Male,New York,NY,40.68180348,-73.92378904,Open/No arrest,11233
NY-000616,20171216,Unknown,Unknown,Black,24,Male,New York,NY,40.67964988,-73.92538867,Open/No arrest,11233
NY-000006,20160110,Unknown,Unknown,Black,29,Male,New York,NY,40.68327625,-73.93062348,Closed by arrest,11233
NY-000235,20160903,Unknown,Unknown,Hispanic,22,Male,New York,NY,40.6756464,-73.9271849,Open/No arrest,11233
NY-000199,20160802,Unknown,Unknown,Black,33,Male,New York,NY,40.68469984,-73.92474483,Open/No arrest,11233
NY-000159,20160629,Unknown,Unknown,Black,21,Male,New York,NY,40.67572775,-73.9214959,Open/No arrest,11233
NY-000237,20160903,Unknown,Unknown,Black,32,Male,New York,NY,40.6756464,-73.9271849,Open/No arrest,11233
NY-000456,20170617,Unknown,Unknown,Black,26,Male,New York,NY,40.67094607,-73.92109057,Closed by arrest,11233
NY-000207,20160807,Unknown,Unknown,Black,23,Male,New York,NY,40.67406344,-73.9125357,Open/No arrest,11233
NY-000303,20161123,Unknown,Unknown,Black,22,Male,New York,NY,40.67843525,-73.92743062,Open/No arrest,11233
NY-000147,20160615,Unknown,Unknown,Black,46,Male,New York,NY,40.68009647,-73.91255663,Open/No arrest,11233
NY-000605,20171207,Unknown,Unknown,Hispanic,17,Male,New York,NY,40.68303382,-73.91314048,Open/No arrest,11233
NY-000290,20161101,Unknown,Unknown,Black,31,Male,New York,NY,40.66937283,-73.9203931,Closed by arrest,11233
NY-000369,20170214,Unknown,Unknown,Black,0,Female,New York,NY,40.68507795,-73.92799309,Closed by arrest,11233
NY-000516,20170813,Unknown,Unknown,White,23,Male,New York,NY,40.62638938,-73.91267383,Closed by arrest,11234
NY-000233,20160901,Unknown,Unknown,Black,24,Male,New York,NY,40.61591286,-73.92073781,Open/No arrest,11234
NY-000527,20170902,Unknown,Unknown,White,35,Male,New York,NY,40.61377712,-73.9164542,Closed by arrest,11234
NY-000315,20161204,Unknown,Unknown,Black,25,Female,New York,NY,40.62698601,-73.91401678,Closed by arrest,11234
NY-000501,20170720,Unknown,Unknown,Black,31,Male,New York,NY,40.58106194,-73.96420634,Closed by arrest,11235
NY-000097,20160502,Unknown,Unknown,Hispanic,28,Male,New York,NY,40.57851013,-73.93490098,Open/No arrest,11235
NY-000508,20170730,Unknown,Unknown,White,48,Male,New York,NY,40.58748845,-73.95877353,Closed by arrest,11235
NY-000562,20171021,Unknown,Unknown,Hispanic,17,Male,New York,NY,40.57790407,-73.96010059,Closed by arrest,11235
NY-000524,20170827,Unknown,Unknown,Black,28,Male,New York,NY,40.64878696,-73.92037802,Closed by arrest,11236
NY-000365,20170205,Unknown,Unknown,Black,22,Male,New York,NY,40.6365728,-73.90945021,Open/No arrest,11236
NY-000544,20170929,Unknown,Unknown,Black,51,Male,New York,NY,40.65246197,-73.90894572,Closed by arrest,11236
NY-000389,20170315,Unknown,Unknown,Black,19,Male,New York,NY,40.64931816,-73.9147556,Closed by arrest,11236
NY-000227,20160828,Unknown,Unknown,Black,26,Male,New York,NY,40.64350604,-73.90261596,Open/No arrest,11236
NY-000108,20160512,Unknown,Unknown,Black,22,Male,New York,NY,40.63722303,-73.91262722,Open/No arrest,11236
NY-000498,20170717,Unknown,Unknown,Black,70,Female,New York,NY,40.64779985,-73.89437899,Closed by arrest,11236
NY-000032,20160213,Unknown,Unknown,Black,24,Male,New York,NY,40.64200661,-73.9017029,Closed by arrest,11236
NY-000424,20170501,Unknown,Unknown,Black,28,Male,New York,NY,40.63548411,-73.89155934,Closed by arrest,11236
NY-000370,20170215,Unknown,Unknown,Black,58,Male,New York,NY,40.65267399,-73.89673543,Open/No arrest,11236
NY-000317,20161207,Unknown,Unknown,Black,21,Male,New York,NY,40.63868911,-73.91681215,Open/No arrest,11236
NY-000490,20170713,Unknown,Unknown,Black,22,Male,New York,NY,40.65166137,-73.91737259,Closed by arrest,11236
NY-000450,20170603,Unknown,Unknown,Black,26,Male,New York,NY,40.6483087,-73.89553856,Closed by arrest,11236
NY-000239,20160904,Unknown,Unknown,Black,27,Male,New York,NY,40.64036611,-73.89052088,Open/No arrest,11236
NY-000057,20160314,Unknown,Unknown,Black,23,Male,New York,NY,40.63176631,-73.88729971,Open/No arrest,11236
NY-000497,20170717,Unknown,Unknown,Hispanic,19,Male,New York,NY,40.64458962,-73.89267243,Open/No arrest,11236
NY-000415,20170416,Unknown,Unknown,Black,23,Male,New York,NY,40.63479812,-73.91838068,Open/No arrest,11236
NY-000426,20170505,Unknown,Unknown,Hispanic,57,Male,New York,NY,40.69847382,-73.91776898,Open/No arrest,11237
NY-000393,20170319,Unknown,Unknown,Black,22,Male,New York,NY,40.70878377,-73.92260037,Closed by arrest,11237
NY-000091,20160426,Unknown,Unknown,Hispanic,39,Male,New York,NY,40.69983727,-73.91308974,Closed by arrest,11237
NY-000171,20160710,Unknown,Unknown,Black,25,Male,New York,NY,40.68053616,-73.95708637,Open/No arrest,11238
NY-000444,20170528,Unknown,Unknown,Hispanic,62,Male,New York,NY,40.67608838,-73.96131087,Open/No arrest,11238
NY-000050,20160310,Unknown,Unknown,Black,22,Male,New York,NY,40.67165722,-73.95819879,Open/No arrest,11238
NY-000427,20170505,Unknown,Unknown,Black,47,Male,New York,NY,40.68904826,-73.95861698,Open/No arrest,11238
NY-000329,20161221,Unknown,Unknown,Black,46,Male,New York,NY,40.67802974,-73.96380819,Open/No arrest,11238
NY-000535,20170916,Unknown,Unknown,Black,20,Male,New York,NY,40.67198359,-73.95749923,Open/No arrest,11238
NY-000596,20171121,Unknown,Unknown,Black,38,Male,New York,NY,40.64436638,-73.87799234,Closed by arrest,11239
NY-000132,20160604,Unknown,Unknown,Hispanic,25,Male,New York,NY,40.70890901,-73.9658041,Closed by arrest,11249
NY-000244,20160906,Unknown,Unknown,Hispanic,22,Male,New York,NY,40.71984033,-73.9624002,Closed by arrest,11249
NY-000532,20170906,Unknown,Unknown,Black,67,Male,New York,NY,40.70396487,-73.96315213,Open/No arrest,11249
NY-000406,20170410,Unknown,Unknown,Hispanic,53,Male,New York,NY,40.70713064,-73.96661294,Closed by arrest,11249
NY-000193,20160727,Unknown,Unknown,Black,50,Male,New York,NY,40.7644631,-73.83177438,Open/No arrest,11354
NY-000187,20160722,Unknown,Unknown,Asian,68,Male,New York,NY,40.75029498,-73.82280525,Open/No arrest,11355
NY-000144,20160615,Unknown,Unknown,Hispanic,22,Male,New York,NY,40.78600692,-73.84573831,Open/No arrest,11356
NY-000445,20170530,Unknown,Unknown,Hispanic,39,Male,New York,NY,40.76162748,-73.80381644,Closed by arrest,11358
NY-000026,20160205,Unknown,Unknown,White,57,Male,New York,NY,40.75033154,-73.79213068,Closed by arrest,11358
NY-000438,20170521,Unknown,Unknown,Hispanic,16,Male,New York,NY,40.76015719,-73.76742396,Open/No arrest,11361
NY-000118,20160520,Unknown,Unknown,Black,16,Male,New York,NY,40.76105906,-73.72804178,Closed by arrest,11362
NY-000197,20160801,Unknown,Unknown,Asian,61,Female,New York,NY,40.73698445,-73.80999813,Closed by arrest,11365
NY-000141,20160612,Unknown,Unknown,Hispanic,25,Male,New York,NY,40.74543555,-73.86435321,Closed by arrest,11368
NY-000557,20171012,Unknown,Unknown,Black,24,Male,New York,NY,40.75994666,-73.87367279,Open/No arrest,11369
NY-000594,20171118,Unknown,Unknown,Hispanic,22,Male,New York,NY,40.74687444,-73.8771586,Open/No arrest,11373
NY-000514,20170812,Unknown,Unknown,Hispanic,24,Male,New York,NY,40.7383777,-73.8861559,Closed by arrest,11373
NY-000339,20170103,Unknown,Unknown,Asian,1,Female,New York,NY,40.74467188,-73.87855208,Closed by arrest,11373
NY-000609,20171212,Unknown,Unknown,Hispanic,25,Male,New York,NY,40.74258978,-73.88502999,Open/No arrest,11373
NY-000304,20161124,Unknown,Unknown,Hispanic,23,Male,New York,NY,40.74341744,-73.87846775,Closed by arrest,11373
NY-000364,20170204,Unknown,Unknown,Black,28,Male,New York,NY,40.74348126,-73.87400354,Closed by arrest,11373
NY-000262,20160927,Unknown,Unknown,White,58,Female,New York,NY,40.73287623,-73.86033394,Closed by arrest,11374
NY-000074,20160409,Unknown,Unknown,Hispanic,31,Male,New York,NY,40.73909585,-73.8967747,Open/No arrest,11377
NY-000044,20160305,Unknown,Unknown,Hispanic,34,Male,New York,NY,40.7452226,-73.91045017,Closed by arrest,11377
NY-000347,20170117,Unknown,Unknown,White,86,Female,New York,NY,40.70651469,-73.89284324,Closed by arrest,11385
NY-000528,20170903,Unknown,Unknown,Hispanic,56,Male,New York,NY,40.69525735,-73.90086349,Closed by arrest,11385
NY-000264,20160928,Unknown,Unknown,White,25,Female,New York,NY,40.70822786,-73.91286239,Closed by arrest,11385
NY-000082,20160416,Unknown,Unknown,Black,32,Male,New York,NY,40.7034999,-73.76749539,Closed by arrest,11412
NY-000045,20160306,Unknown,Unknown,Black,24,Male,New York,NY,40.6996936,-73.76648804,Open/No arrest,11412
NY-000052,20160311,Unknown,Unknown,Black,33,Male,New York,NY,40.6928309,-73.75814957,Open/No arrest,11412
NY-000517,20170815,Unknown,Unknown,Black,21,Female,New York,NY,40.69954657,-73.75646625,Open/No arrest,11412
NY-000607,20171210,Unknown,Unknown,Black,29,Male,New York,NY,40.70135376,-73.76627665,Closed by arrest,11412
NY-000585,20171103,Unknown,Unknown,Black,23,Male,New York,NY,40.67152162,-73.76004373,Open/No arrest,11413
NY-000430,20170514,Unknown,Unknown,Black,38,Male,New York,NY,40.66416706,-73.75168244,Open/No arrest,11413
NY-000114,20160519,Unknown,Unknown,Black,24,Male,New York,NY,40.68406963,-73.75818135,Closed by arrest,11413
NY-000507,20170728,Unknown,Unknown,Black,73,Male,New York,NY,40.66341474,-73.75670269,Open/No arrest,11413
NY-000506,20170725,Unknown,Unknown,Black,35,Male,New York,NY,40.6654837,-73.74750702,Closed by arrest,11413
NY-000200,20160802,Unknown,Unknown,White,30,Female,New York,NY,40.65381516,-73.85320504,Closed by arrest,11414
NY-000301,20161122,Unknown,Unknown,White,30,Male,New York,NY,40.66852933,-73.84849729,Closed by arrest,11414
NY-000435,20170518,Unknown,Unknown,Hispanic,23,Male,New York,NY,40.68602026,-73.85366418,Open/No arrest,11416
NY-000564,20171023,Unknown,Unknown,Asian,64,Male,New York,NY,40.68515247,-73.84291763,Closed by arrest,11416
NY-000008,20160111,Unknown,Unknown,Hispanic,50,Male,New York,NY,40.6764873,-73.83706518,Closed by arrest,11417
NY-000214,20160813,Unknown,Unknown,Asian,64,Male,New York,NY,40.67941151,-73.85859277,Closed by arrest,11417
NY-000215,20160813,Unknown,Unknown,Asian,55,Male,New York,NY,40.67941151,-73.85859277,Closed by arrest,11417
NY-000545,20170929,Unknown,Unknown,Black,49,Female,New York,NY,40.67881082,-73.83422573,Closed by arrest,11417
NY-000492,20170713,Unknown,Unknown,White,55,Male,New York,NY,40.67638647,-73.84352592,Closed by arrest,11417
NY-000280,20161013,Unknown,Unknown,Hispanic,22,Male,New York,NY,40.69341567,-73.84806931,Open/No arrest,11418
NY-000351,20170124,Unknown,Unknown,Hispanic,24,Male,New York,NY,40.69843969,-73.83112954,Open/No arrest,11418
NY-000604,20171203,Unknown,Unknown,Asian,23,Male,New York,NY,40.68889153,-73.81734689,Closed by arrest,11419
NY-000467,20170626,Unknown,Unknown,Asian,26,Male,New York,NY,40.69272234,-73.82927608,Closed by arrest,11419
NY-000316,20161205,Unknown,Unknown,Asian,46,Female,New York,NY,40.68914133,-73.82085472,Closed by arrest,11419
NY-000618,20171219,Unknown,Unknown,Black,20,Male,New York,NY,40.69382587,-73.82211149,Closed by arrest,11419
NY-000455,20170615,Unknown,Unknown,Black,3,Male,New York,NY,40.68952438,-73.83663668,Closed by arrest,11419
NY-000218,20160814,Unknown,Unknown,White,37,Male,New York,NY,40.68981907,-73.83161293,Closed by arrest,11419
NY-000223,20160819,Unknown,Unknown,Asian,9,Female,New York,NY,40.68956781,-73.83247898,Closed by arrest,11419
NY-000338,20170102,Unknown,Unknown,Black,31,Male,New York,NY,40.68667182,-73.81959934,Closed by arrest,11419
NY-000520,20170819,Unknown,Unknown,Asian,42,Male,New York,NY,40.69101484,-73.81152463,Open/No arrest,11419
NY-000174,20160715,Unknown,Unknown,Asian,23,Male,New York,NY,40.68214041,-73.82689109,Open/No arrest,11419
NY-000312,20161130,Unknown,Unknown,Hispanic,21,Male,New York,NY,40.69119702,-73.83546064,Closed by arrest,11419
NY-000321,20161211,Unknown,Unknown,Black,21,Male,New York,NY,40.66975811,-73.80265194,Closed by arrest,11420
NY-000063,20160319,Unknown,Unknown,Black,26,Male,New York,NY,40.67356765,-73.80738489,Open/No arrest,11420
NY-000371,20170215,Unknown,Unknown,Black,22,Male,New York,NY,40.67843955,-73.80407918,Open/No arrest,11420
NY-000001,20160101,Unknown,Unknown,Hispanic,19,Female,New York,NY,40.68714051,-73.85614609,Closed by arrest,11421
NY-000247,20160910,Unknown,Unknown,Black,44,Male,New York,NY,40.72652938,-73.73486454,Open/No arrest,11428
NY-000614,20171216,Unknown,Unknown,Black,39,Male,New York,NY,40.70978991,-73.75125639,Open/No arrest,11429
NY-000231,20160831,Unknown,Unknown,Asian,60,Female,New York,NY,40.71073972,-73.80387243,Closed by arrest,11432
NY-000473,20170702,Unknown,Unknown,Hispanic,32,Male,New York,NY,40.70747677,-73.78869351,Open/No arrest,11432
NY-000477,20170705,Unknown,Unknown,Black,28,Female,New York,NY,40.69932895,-73.78648696,Closed by arrest,11433
NY-000454,20170609,Unknown,Unknown,Black,30,Male,New York,NY,40.69678044,-73.77850358,Open/No arrest,11433
NY-000376,20170221,Unknown,Unknown,Black,69,Female,New York,NY,40.69320697,-73.79959308,Closed by arrest,11433
NY-000191,20160725,Unknown,Unknown,Asian,23,Male,New York,NY,40.69238971,-73.79376455,Open/No arrest,11433
NY-000518,20170818,Unknown,Unknown,Black,21,Male,New York,NY,40.69916625,-73.79207021,Closed by arrest,11433
NY-000256,20160924,Unknown,Unknown,Black,46,Male,New York,NY,40.69370267,-73.78091548,Open/No arrest,11433
NY-000100,20160506,Unknown,Unknown,Black,28,Male,New York,NY,40.69697988,-73.79274059,Closed by arrest,11433
NY-000287,20161030,Unknown,Unknown,Black,36,Male,New York,NY,40.69723339,-73.78431906,Closed by arrest,11433
NY-000478,20170705,Unknown,Unknown,Black,28,Male,New York,NY,40.69932895,-73.78648696,Closed by arrest,11433
NY-000246,20160910,Unknown,Unknown,Black,23,Male,New York,NY,40.67530954,-73.78805277,Open/No arrest,11434
NY-000390,20170316,Unknown,Unknown,Hispanic,50,Male,New York,NY,40.67216369,-73.76660966,Closed by arrest,11434
NY-000399,20170329,Unknown,Unknown,Black,23,Male,New York,NY,40.68184032,-73.76588354,Open/No arrest,11434
NY-000180,20160718,Unknown,Unknown,Black,33,Male,New York,NY,40.67278984,-73.77365162,Open/No arrest,11434
NY-000286,20161029,Unknown,Unknown,Black,44,Female,New York,NY,40.6784693,-73.7824473,Closed by arrest,11434
NY-000423,20170501,Unknown,Unknown,Hispanic,45,Male,New York,NY,40.65866979,-73.7677093,Open/No arrest,11434
NY-000167,20160704,Unknown,Unknown,Black,50,Male,New York,NY,40.68280766,-73.76781631,Open/No arrest,11434
NY-000587,20171104,Unknown,Unknown,Black,38,Male,New York,NY,40.66110556,-73.76691507,Open/No arrest,11434
NY-000349,20170122,Unknown,Unknown,Hispanic,6,Male,New York,NY,40.689828,-73.80109248,Closed by arrest,11435
NY-000157,20160626,Unknown,Unknown,White,65,Male,New York,NY,40.7091865,-73.81915607,Closed by arrest,11435
NY-000236,20160903,Unknown,Unknown,Hispanic,20,Male,New York,NY,40.70284629,-73.8124289,Closed by arrest,11435
NY-000593,20171113,Unknown,Unknown,Black,39,Male,New York,NY,40.68224303,-73.79419614,Closed by arrest,11436
NY-000442,20170527,Unknown,Unknown,Black,28,Male,New York,NY,40.6760436,-73.80102544,Closed by arrest,11436
NY-000536,20170917,Unknown,Unknown,Hispanic,34,Female,New York,NY,40.66784825,-73.79203447,Closed by arrest,11436
NY-000379,20170226,Unknown,Unknown,Black,51,Male,New York,NY,40.59621398,-73.7647002,Closed by arrest,11691
NY-000493,20170714,Unknown,Unknown,Black,28,Male,New York,NY,40.6100355,-73.75358735,Closed by arrest,11691
NY-000120,20160526,Unknown,Unknown,Hispanic,57,Male,New York,NY,40.60516342,-73.7548478,Closed by arrest,11691
NY-000417,20170422,Unknown,Unknown,Black,37,Male,New York,NY,40.59814806,-73.76689718,Open/No arrest,11691
NY-000021,20160127,Unknown,Unknown,Black,36,Female,New York,NY,40.59621398,-73.7647002,Closed by arrest,11691
NY-000459,20170618,Unknown,Unknown,Black,47,Male,New York,NY,40.58996484,-73.80957751,Closed by arrest,11693
